i,c_idx
1345,3
1345,1
1345,25
191,167
191,21
191,117
191,354
191,296
433,52
433,10
433,176
433,51
433,60
433,0
433,12
433,99
1210,319
1210,0
1415,161
1415,501
80,0
80,10
137,75
137,430
137,0
137,267
1099,1
1099,45
1099,20
1099,77
1099,502
1099,30
255,503
255,0
126,16
126,262
126,98
126,350
126,66
126,11
1258,3
1258,61
1258,1
1258,59
1258,0
32,11
32,0
32,169
32,9
32,459
32,8
32,122
1248,32
1248,48
1248,50
1248,195
329,122
329,9
329,0
329,11
314,90
314,91
314,79
1268,176
1268,0
1268,1
1268,267
1268,60
1268,380
1268,132
1268,218
148,1
148,0
148,19
148,9
148,11
1414,0
1414,267
1454,0
1454,51
1454,1
1454,263
390,319
390,33
390,0
390,14
239,144
239,30
1122,32
1122,154
1122,194
411,187
411,188
727,158
727,504
367,5
367,6
367,0
1003,58
1003,30
1003,146
1003,109
1003,45
1179,9
1179,11
1179,16
1179,0
1179,434
1179,214
1179,8
1179,51
1179,99
152,99
152,12
152,0
152,183
152,24
152,60
152,176
311,32
311,305
311,131
311,50
311,194
311,30
311,173
311,154
311,206
63,33
63,0
251,44
251,37
251,505
251,161
251,39
1247,0
1247,122
200,1
200,240
971,390
971,0
971,304
971,270
693,337
693,27
693,219
1207,12
1207,0
731,122
731,18
731,12
731,0
317,188
317,190
317,261
317,297
1354,197
1354,196
340,32
340,31
1243,422
1243,28
1243,506
1243,27
635,359
635,501
635,161
1260,1
1260,0
1260,12
1022,1
1022,179
1022,178
1022,133
1022,114
1022,177
1022,30
692,240
692,1
692,507
692,83
215,1
215,245
215,114
1396,99
1396,18
1396,298
1396,268
1396,0
643,0
643,12
735,10
735,0
735,9
735,169
735,122
735,11
954,27
954,164
954,34
755,114
755,508
755,1
1462,509
1462,65
1462,436
1462,284
1462,222
1462,80
1196,0
1196,86
358,276
358,92
358,90
358,79
358,277
358,91
1061,12
1061,0
1093,117
1093,21
1093,243
1093,510
572,62
572,178
572,177
572,30
112,24
112,0
112,12
112,18
112,10
437,0
437,12
434,296
434,21
434,117
434,354
434,167
1370,293
1370,28
1370,185
1370,186
368,206
368,50
368,32
368,195
659,3
659,0
659,24
659,1
607,387
607,1
607,37
607,30
607,39
607,511
460,91
460,88
460,92
460,79
460,90
460,276
460,89
117,122
117,0
117,116
117,175
117,18
170,66
170,114
170,1
170,352
170,20
170,152
170,512
271,9
271,52
271,72
271,99
271,0
271,183
271,11
271,18
271,51
547,63
547,157
547,317
547,65
648,513
648,9
648,11
613,47
613,0
2,12
2,0
2,10
2,13
95,273
95,0
95,99
772,75
772,0
772,6
772,33
286,273
286,84
286,499
286,267
286,0
964,30
964,514
964,515
964,516
1427,3
1427,2
1427,507
1427,4
1427,1
1284,1
1284,20
1284,77
1284,30
914,18
914,3
914,0
914,1
1045,28
1045,219
1045,27
1045,299
1045,517
1045,30
715,32
715,50
1153,518
1153,30
1261,194
1261,193
1261,198
1261,66
1261,519
1261,32
1261,520
1346,98
1346,66
1346,521
216,10
216,0
640,34
640,35
640,246
640,27
640,229
330,0
330,47
330,522
330,11
1163,8
1163,9
1163,11
940,296
940,117
940,354
940,21
948,443
948,114
948,1
948,113
948,0
948,225
948,523
948,524
1026,108
1026,30
1026,45
1026,110
1350,137
1350,249
1350,27
456,0
456,18
456,10
1276,79
1276,223
1276,32
1276,173
678,22
678,24
678,0
678,12
678,132
678,10
678,1
850,293
850,28
850,186
850,185
492,214
492,11
492,281
492,0
492,9
492,298
1063,125
1063,126
1063,1
14,188
14,416
14,352
14,20
14,1
14,114
1177,184
1177,30
1177,58
1150,525
1150,393
1150,237
1150,279
1150,27
1150,30
562,293
562,28
562,107
562,526
562,45
562,527
562,53
562,186
562,30
224,0
224,10
876,80
876,269
876,65
876,63
1081,219
1081,27
1081,28
1081,300
1081,248
953,82
953,80
953,65
1055,59
1055,0
1410,240
1410,1
1410,464
1410,528
1410,132
1410,495
1320,84
1320,344
1320,377
1320,273
1320,0
504,164
504,27
504,493
504,16
504,158
504,529
504,34
504,104
504,259
481,47
481,11
481,9
481,18
481,0
767,24
767,0
767,122
436,30
436,110
436,45
1405,37
1405,511
1405,39
938,33
938,0
1389,530
1389,21
1389,531
647,11
647,9
465,151
465,98
465,132
465,1
465,13
465,225
465,66
465,0
166,532
166,533
166,66
166,130
166,534
166,535
749,186
749,28
749,293
153,178
153,30
153,365
153,177
153,66
354,161
354,359
1461,132
1461,240
1461,1
1360,131
1360,378
1360,48
1360,32
1360,30
1360,154
1360,49
1360,50
1216,0
1216,228
1216,24
1216,51
548,50
548,194
548,32
548,154
874,65
874,63
874,475
1180,28
1180,106
1180,39
1180,353
1180,37
258,21
258,433
258,354
258,296
258,117
958,188
958,187
958,190
958,335
1255,50
1255,31
1255,32
282,0
282,12
1316,27
1316,299
1316,28
1316,219
1316,30
1316,517
682,79
682,223
682,32
682,173
1431,32
1431,242
632,11
632,0
632,18
632,129
632,9
89,4
89,536
89,1
89,0
89,3
1344,30
1344,178
1344,470
1344,177
1344,66
1344,58
1344,321
1441,238
1441,28
1441,537
1441,130
1441,538
1441,419
1441,539
1441,540
1225,541
1225,542
1225,249
1225,26
1225,27
118,0
118,1
118,3
45,59
45,122
45,0
466,267
466,0
604,65
604,80
604,269
861,28
861,161
861,389
861,388
1416,152
1416,66
1392,178
1392,177
1392,30
568,24
568,18
568,52
568,0
469,430
469,0
699,543
699,77
699,30
337,171
337,30
337,62
983,12
983,0
145,1
145,416
145,114
145,245
1127,220
1127,269
1127,80
1127,65
1127,81
1127,82
1127,544
841,0
841,51
1283,30
1283,45
1283,180
1283,95
1283,46
1000,122
1000,24
1000,1
1000,0
1000,428
1000,59
414,0
414,12
1217,0
1217,12
957,0
957,490
957,18
533,267
533,263
533,0
533,1
417,3
417,1
417,25
1464,24
1464,0
1464,52
16,122
16,73
16,11
16,8
16,9
16,0
821,30
821,110
821,62
821,108
821,45
1240,108
1240,110
1240,62
1240,30
1240,45
276,65
276,475
156,545
156,475
156,65
897,0
897,12
567,1
567,125
567,126
979,438
979,28
1192,193
1192,154
1192,32
1192,79
1192,194
1192,546
1192,198
72,1
72,51
72,0
733,28
733,118
733,301
733,199
733,200
733,30
733,108
733,45
422,1
422,125
422,126
136,108
136,45
136,30
1138,188
1138,189
1138,192
1138,261
1138,190
1270,1
1270,2
707,51
707,0
707,183
707,59
1257,180
1257,502
1257,108
1257,102
1257,45
1257,30
1257,95
1257,110
475,267
475,59
475,263
475,428
475,0
475,430
475,1
1303,27
1303,453
1303,446
1303,447
947,167
947,21
1004,86
1004,0
1004,1
1004,218
187,32
187,30
187,206
187,131
187,384
221,1
221,125
221,126
770,167
770,21
67,11
67,9
67,73
67,72
67,394
362,120
362,79
362,148
397,0
397,24
397,10
397,12
426,1
426,125
426,126
675,11
675,375
675,9
675,0
675,122
675,303
675,129
675,72
675,1
675,125
675,126
248,32
248,378
248,206
248,194
248,193
248,173
248,154
740,290
740,114
740,0
740,1
740,47
740,20
494,28
494,231
494,158
494,30
494,547
494,548
494,163
494,118
494,260
494,65
494,16
494,366
667,24
667,1
667,23
667,0
667,3
667,21
667,25
943,267
943,0
943,1
54,27
54,164
54,34
54,229
277,1
277,20
277,114
277,24
277,18
277,549
277,550
277,290
277,0
277,47
277,13
424,515
424,30
288,51
288,18
288,122
288,0
288,24
288,52
1205,299
1205,551
1205,311
1205,30
1205,517
1205,21
1205,215
1205,28
810,74
810,33
810,0
810,225
449,0
449,33
449,18
449,52
449,59
570,294
570,261
570,188
570,190
779,552
779,215
779,219
779,21
779,27
779,299
779,28
714,549
714,1
1262,470
1262,177
1262,66
1262,30
1262,178
822,33
822,0
513,429
513,553
513,0
677,497
677,175
677,47
677,0
677,18
677,33
677,404
905,52
905,51
905,0
857,0
857,51
857,52
471,197
471,554
471,34
471,27
471,326
49,12
49,0
961,1
961,116
961,0
489,199
489,200
489,28
489,146
489,30
489,108
489,301
489,118
489,58
489,45
853,0
853,268
1149,31
1149,32
1035,333
1035,32
35,216
35,74
35,474
35,33
35,0
35,75
1338,0
1338,1
1338,12
1338,24
1338,99
939,301
939,30
939,518
939,45
939,199
939,200
1399,130
1399,555
1399,238
1399,419
1399,540
1399,538
1077,46
1077,45
1077,108
1077,109
1077,30
951,249
951,556
951,27
951,557
1038,9
1038,11
1038,513
1185,27
1185,172
1185,58
1185,30
1185,147
1185,55
1143,79
1143,91
1143,88
1143,130
1143,92
661,144
661,558
661,479
661,237
661,139
661,557
661,28
661,27
661,30
661,141
661,140
661,251
661,142
661,413
630,229
630,27
630,35
630,34
1117,1
1117,125
1117,126
1292,1
1292,263
1292,298
1292,0
1292,376
786,353
786,488
786,37
786,42
786,39
20,51
20,176
20,0
20,60
702,24
702,228
702,0
702,66
702,175
702,152
702,18
702,59
41,0
41,523
41,524
723,180
723,46
723,45
723,30
723,110
723,502
158,0
158,304
158,355
552,66
552,39
552,97
193,16
193,9
193,349
193,303
193,11
59,559
59,132
59,267
59,0
59,1
59,116
59,273
265,176
265,429
265,0
1387,32
1387,305
1102,117
1102,21
1102,296
909,303
909,11
909,9
231,262
231,16
172,490
172,0
172,176
919,32
919,50
1213,178
1213,66
1213,152
1213,177
1213,30
1213,560
669,130
669,30
669,58
669,219
669,27
669,28
669,561
669,299
22,47
22,11
22,72
22,9
22,0
22,122
616,65
616,562
616,475
24,12
24,228
24,0
24,99
925,86
925,9
925,11
925,0
925,429
925,415
1105,12
1105,99
1105,0
1105,24
1006,30
1006,28
1006,563
1006,94
1006,274
1006,93
1006,95
1006,45
1006,65
1006,180
1312,564
1312,20
1312,125
1312,126
1312,1
120,267
120,87
120,0
120,298
592,32
592,154
1469,148
1469,79
1155,28
1155,506
1068,150
1068,0
1068,5
1068,74
999,1
999,125
999,126
299,425
299,112
299,79
267,10
267,24
267,0
955,30
955,65
955,565
955,95
123,33
123,0
123,5
798,20
798,1
798,114
1024,82
1024,80
1024,309
1024,65
1024,81
269,33
269,404
269,0
269,125
269,126
269,1
412,294
412,190
412,188
412,297
412,261
1141,39
1141,168
694,30
694,16
694,62
694,260
1250,1
1250,20
1250,0
1250,442
1250,74
1011,9
1011,129
1011,406
1011,11
799,100
799,4
799,1
744,566
744,222
744,567
744,65
744,82
744,80
1435,294
1435,188
1435,261
1435,190
945,27
945,34
945,164
333,0
333,24
333,22
333,291
183,1
183,0
183,5
183,6
81,0
81,18
81,9
81,129
81,11
81,182
1452,415
1452,11
1452,86
1452,9
1452,0
1064,568
1064,16
1136,28
1136,186
1136,293
259,173
259,194
259,206
259,32
259,154
150,497
150,0
150,404
150,33
1056,569
1056,27
1056,286
1056,484
1056,146
1056,30
1056,58
385,148
385,79
805,34
805,66
805,130
805,570
805,27
39,267
39,273
39,0
39,59
1043,571
1043,249
1043,254
1043,27
1043,28
1043,556
1043,557
403,59
403,0
403,304
1447,249
1447,302
1447,27
1142,114
1142,0
1142,1
1142,122
1142,47
1142,290
1118,117
1118,21
396,572
396,79
396,112
791,34
791,164
791,27
275,0
275,11
275,59
275,122
275,8
275,9
9,9
9,11
9,138
9,51
9,0
9,122
1134,164
1134,34
1134,27
992,79
992,112
1201,141
1201,30
1201,144
1201,233
1201,279
1201,28
1201,143
33,50
33,32
212,130
212,141
212,28
1287,240
1287,0
1287,99
1287,1
1287,2
127,12
127,59
127,11
127,24
127,10
127,0
127,228
127,224
127,8
127,72
127,1
127,9
1078,573
1078,80
1078,65
1347,3
1347,1
1347,86
1347,0
673,168
673,39
686,1
686,114
686,3
686,113
1322,249
1322,137
1322,27
1322,479
1322,414
1322,253
848,66
848,152
664,574
664,149
664,29
664,30
664,79
664,112
1274,13
1274,24
1274,0
1274,12
657,45
657,58
657,199
657,200
657,30
588,21
588,117
349,92
349,277
349,575
349,79
349,90
349,91
717,104
717,16
717,98
717,350
717,11
717,576
717,66
988,31
988,32
988,208
988,50
988,48
188,479
188,27
1239,518
1239,30
602,421
602,28
602,419
602,300
602,388
602,130
602,366
602,496
232,10
232,0
974,12
974,0
27,178
27,58
27,30
27,177
306,187
306,188
51,0
51,1
51,228
51,263
51,51
545,561
545,27
545,219
1070,154
1070,32
863,45
863,345
863,30
863,108
863,110
863,325
904,292
904,577
904,315
904,316
904,578
904,79
904,120
904,112
904,328
784,28
784,30
784,45
784,118
784,199
784,200
722,1
722,20
705,3
705,1
591,50
591,32
916,79
916,148
916,119
916,112
1296,0
1296,153
1296,100
1296,1
1296,3
211,0
211,1
211,47
965,66
965,98
574,52
574,51
574,0
154,1
154,0
154,4
154,12
584,20
584,59
584,22
584,1
584,25
584,0
584,24
1256,19
1256,17
1256,1
1256,490
1256,0
1256,24
459,173
459,32
1128,66
1128,30
1128,178
1128,470
1128,177
242,122
242,9
242,1
242,129
242,19
242,12
242,0
242,11
1266,18
1266,0
522,168
522,28
522,197
522,41
522,482
522,21
522,418
522,421
522,39
522,117
515,437
515,30
759,32
759,131
759,208
759,30
759,31
759,50
997,114
997,245
997,1
997,30
997,0
997,99
997,123
560,90
560,91
560,92
560,79
64,10
64,12
64,0
64,13
1342,273
1342,579
1342,0
192,0
192,12
192,3
192,10
192,1
99,1
99,263
319,398
319,255
319,256
319,257
319,30
319,455
319,580
818,0
818,74
1394,34
1394,246
1394,27
1394,229
496,50
496,32
415,0
415,1
415,176
415,512
415,352
415,4
415,114
415,20
968,79
968,89
968,91
595,195
595,30
595,49
595,50
595,32
595,131
376,18
376,0
376,122
164,75
164,0
164,3
164,99
164,281
164,1
164,114
164,122
164,153
671,144
671,20
671,30
671,502
671,45
671,279
671,1
873,16
1375,13
1375,0
1375,12
1375,473
1375,10
1066,98
1066,146
1066,477
1066,66
1066,260
1066,58
1066,27
1066,286
1066,16
1066,30
1165,414
1165,28
1165,56
1165,53
1165,27
1165,423
281,12
281,0
281,10
1214,581
1214,249
1214,27
1214,30
1214,58
3,169
3,0
3,11
3,183
3,47
3,9
1432,4
1432,507
1432,1
1432,132
53,263
53,390
53,430
53,1
53,304
53,0
53,429
495,101
495,30
495,471
495,391
75,9
75,18
75,59
75,350
75,16
75,11
75,0
1369,39
1369,97
1369,66
991,0
991,10
991,12
991,99
780,30
780,58
780,172
780,321
780,147
780,410
745,10
745,224
745,582
745,1
745,12
745,0
745,125
745,126
922,30
922,180
922,45
1215,79
1215,425
1215,120
1215,112
1339,113
1339,114
1339,443
1339,20
1339,1
454,544
454,80
454,65
454,158
454,16
454,231
454,583
454,104
462,1
462,20
205,410
205,30
205,58
575,374
575,1
724,79
724,30
724,29
724,149
1167,0
1167,584
1167,298
1167,1
524,65
524,308
606,0
606,33
1335,32
1335,50
1335,48
1335,208
555,99
555,0
555,52
823,22
823,11
823,1
823,214
823,25
823,9
823,0
790,46
790,45
790,502
790,30
790,585
790,108
1168,527
1168,293
1168,186
1168,28
1168,107
775,30
775,586
1160,396
1160,27
1160,570
1160,34
1407,113
1407,30
1407,1
1407,101
1407,474
1407,114
1407,132
1407,60
1407,0
1407,3
1407,228
1407,473
1407,480
680,1
680,4
696,88
696,90
696,91
696,92
696,89
696,79
696,276
888,464
888,240
888,1
888,132
1321,497
1321,319
1321,0
1321,1
1321,404
1321,33
1321,74
1280,0
1280,122
1280,12
1280,10
502,0
502,9
502,406
502,73
502,122
502,11
1381,3
1381,240
1381,132
1381,218
1381,1
534,268
534,0
1008,74
1008,0
1040,66
1040,1
1040,114
1040,20
1040,4
1040,152
1356,1
1356,290
1356,0
1356,114
1356,47
90,0
90,183
949,132
949,1
949,240
1090,46
1090,30
1090,45
1090,345
1090,587
1090,588
1453,0
1453,75
1133,62
1133,45
1133,177
1133,32
1133,110
1133,146
1133,109
1133,179
1133,30
1133,131
1133,244
1133,58
432,79
432,89
432,91
432,88
432,92
432,275
432,90
432,276
383,330
383,202
383,589
383,590
383,329
383,120
383,546
383,174
383,173
383,221
383,79
383,193
383,32
383,194
765,11
765,9
766,28
766,421
325,30
325,114
325,45
325,502
325,1
325,508
1007,11
1007,375
846,252
846,28
846,141
846,142
1433,63
1433,0
1433,114
1433,290
1433,1
1433,47
1376,1
1376,430
1376,99
1376,0
1376,52
1376,114
1329,0
1329,52
1329,153
116,461
116,1
819,27
819,34
819,164
1425,20
1425,25
1425,1
1425,442
1425,443
1425,508
1425,114
25,227
25,151
25,0
190,18
190,0
408,430
408,0
408,63
712,383
712,395
391,20
391,114
391,1
1188,10
1188,0
803,9
803,169
803,11
1275,27
1275,529
1275,246
1275,164
1275,34
268,0
268,60
268,176
439,25
439,24
439,0
439,3
439,1
1458,97
1458,39
1458,66
1444,132
1444,4
1444,1
1444,83
1259,59
1259,0
1259,268
204,591
204,220
204,408
204,82
204,81
204,80
204,65
653,232
653,592
653,130
653,593
653,235
77,10
77,341
77,0
1206,1
1206,20
1206,51
1206,228
1206,0
1206,22
1206,12
928,188
928,187
611,0
611,12
374,27
374,594
374,393
1161,267
1161,0
101,11
101,9
101,1
101,19
289,59
289,10
289,0
289,122
184,18
184,1
184,0
184,47
85,193
85,32
85,194
85,154
85,198
1300,1
1300,3
1300,25
1300,24
1300,0
634,173
634,174
634,329
634,595
634,79
634,32
516,5
516,0
516,6
516,74
1101,66
1101,431
1101,365
1101,76
1101,11
1101,596
1101,521
990,50
990,131
990,32
990,30
1411,597
1411,28
1411,30
1411,301
728,28
728,299
1251,30
1251,178
1251,177
1357,82
1357,80
1357,408
1357,65
1357,81
981,50
981,32
981,206
719,196
719,197
336,240
336,473
336,1
336,0
336,218
590,145
590,171
590,27
590,30
254,11
254,1
254,22
254,9
254,125
254,126
254,0
710,180
710,30
710,45
710,95
710,102
631,31
631,32
631,50
666,0
666,1
666,272
666,30
1096,552
1096,1
1096,3
1096,28
1096,25
1272,21
1272,311
296,91
296,276
296,90
296,92
296,88
296,277
296,79
1306,0
1306,6
400,249
400,27
400,556
400,598
1455,12
1455,0
1455,10
1455,13
1309,66
1309,387
1309,97
1309,39
1246,50
1246,32
1158,27
1158,164
1158,229
1158,35
