u,deg_inter
2996,6
2997,44
2998,2
2999,27
3000,9
3001,1
3002,58
3003,6
3004,11
3005,2
3006,11
3007,1
3008,7
3009,10
3010,19
3011,3
3012,4
3013,1
3014,2
3015,1
3016,31
3017,9
3018,13
3019,4
3020,57
3021,2
3022,8
3023,110
3024,63
3025,3
3026,3
3027,21
3028,2
3029,8
3030,3
3031,1
3032,5
3033,7
3034,12
3035,11
3036,1
3037,2
3038,5
3039,33
3040,200
3041,114
3042,70
3043,2
3044,13
3045,4
3046,8
3047,39
3048,20
3049,9
3050,18
3051,10
3052,4
3053,1
3054,1
3055,2
3056,68
3057,98
3058,14
3059,2
3060,2
3061,1
3062,10
3063,5
3064,13
3065,17
3066,2
3067,13
3068,1
3069,1
3070,5
3071,11
3072,1
3073,2
3074,14
3075,1
3076,1
3077,3
3078,1
3079,9
3080,5
3081,7
3082,5
3083,1
3084,1
3085,14
3086,19
3087,1
3088,14
3089,1
3090,11
3091,9
3092,11
3093,88
3094,65
3095,8
3096,3
3097,1
3098,17
3099,3
3100,1
3101,4
3102,2
3103,7
3104,4
3105,64
3106,32
3107,4
3108,3
3109,3
3110,29
3111,2
3112,2
3113,18
3114,1
3115,3
3116,1
3117,39
3118,1
3119,41
3120,117
3121,8
3122,23
3123,10
3124,4
3125,2
3126,4
3127,16
3128,10
3129,7
3130,19
3131,8
3132,84
3133,7
3134,31
3135,25
3136,16
3137,5
3138,8
3139,21
3140,4
3141,32
3142,1
3143,4
3144,8
3145,1
3146,6
3147,4
3148,3
3149,6
3150,10
3151,1
3152,80
3153,2
3154,12
3155,11
3156,4
3157,9
3158,1
3159,26
3160,5
3161,3
3162,3
3163,4
3164,2
3165,39
3166,1
3167,2
3168,12
3169,14
3170,1
3171,16
3172,7
3173,13
3174,1
3175,7
3176,2
3177,38
3178,1
3179,1
3180,3
3181,1
3182,14
3183,117
3184,92
3185,6
3186,53
3187,19
3188,17
3189,3
3190,6
3191,40
3192,10
3193,10
3194,2
3195,1
3196,1
3197,10
3198,1
3199,1
3200,1
3201,17
3202,6
3203,23
3204,1
3205,1
3206,4
3207,18
3208,7
3209,21
3210,72
3211,7
3212,6
3213,4
3214,1
3215,16
3216,58
3217,4
3218,7
3219,3
3220,11
3221,40
3222,1
3223,39
3224,74
3225,1
3226,3
3227,13
3228,152
3229,1
3230,71
3231,1
3232,5
3233,124
3234,6
3235,5
3236,129
3237,161
3238,50
3239,7
3240,5
3241,1
3242,1
3243,1
3244,1
3245,1
3246,1
3247,5
3248,72
3249,2
3250,62
3251,1
3252,34
3253,14
3254,19
3255,6
3256,2
3257,1
3258,85
3259,108
3260,4
3261,2
3262,1
3263,1
3264,1
3265,2
3266,3
3267,25
3268,7
3269,2
3270,2
3271,9
3272,2
3273,16
3274,10
3275,1
3276,27
3277,4
3278,80
3279,1
3280,1
3281,4
3282,4
3283,6
3284,2
3285,12
3286,11
3287,13
3288,4
3289,1
3290,6
3291,1
3292,3
3293,51
3294,27
3295,1
3296,3
3297,1
3298,84
3299,1
3300,2
3301,24
3302,26
3303,7
3304,1
3305,62
3306,16
3307,3
3308,1
3309,14
3310,6
3311,1
3312,62
3313,2
3314,7
3315,4
3316,17
3317,11
3318,1
3319,4
3320,1
3321,8
3322,20
3323,2
3324,33
3325,12
3326,12
3327,2
3328,20
3329,4
3330,2
3331,8
3332,11
3333,173
3334,27
3335,40
3336,10
3337,13
3338,11
3339,55
3340,4
3341,5
3342,10
3343,6
3344,52
3345,26
3346,5
3347,1
3348,72
3349,1
3350,3
3351,26
3352,5
3353,1
3354,5
3355,2
3356,9
3357,7
3358,1
3359,3
3360,1
3361,38
3362,21
3363,2
3364,28
3365,21
3366,67
3367,23
3368,8
3369,1
3370,3
3371,1
3372,19
3373,9
3374,1
3375,5
3376,119
3377,5
3378,13
3379,1
3380,1
3381,29
3382,1
3383,4
3384,21
3385,5
3386,5
3387,3
3388,56
3389,191
3390,141
3391,22
3392,110
3393,11
3394,16
3395,3
3396,2
3397,4
3398,4
3399,6
3400,1
3401,9
3402,64
3403,6
3404,6
3405,1
3406,2
3407,47
3408,12
3409,76
3410,1
3411,22
3412,4
3413,8
3414,1
3415,2
3416,6
3417,8
3418,3
3419,262
3420,7
3421,22
3422,5
3423,5
3424,278
3425,3
3426,6
3427,1
3428,1
3429,3
3430,2
3431,69
3432,2
3433,3
3434,3
3435,1
3436,6
3437,57
3438,8
3439,1
3440,3
3441,2
3442,1
3443,18
3444,8
3445,10
3446,50
3447,3
3448,3
3449,7
3450,27
3451,1
3452,2
3453,33
3454,3
3455,2
3456,1
3457,8
3458,29
3459,228
3460,4
3461,11
3462,6
3463,14
3464,3
3465,10
3466,20
3467,2
3468,64
3469,11
3470,70
3471,1
3472,1
3473,14
3474,248
3475,18
3476,8
3477,4
3478,5
3479,16
3480,7
3481,12
3482,19
3483,14
3484,1
3485,4
3486,1
3487,131
3488,23
3489,12
3490,1
3491,8
3492,2
3493,3
3494,123
3495,11
3496,1
3497,17
3498,13
3499,1
3500,19
3501,2
3502,139
3503,16
3504,26
3505,2
3506,1
3507,2
3508,6
3509,12
3510,3
3511,1
3512,2
3513,5
3514,18
3515,14
3516,5
3517,11
3518,1
3519,1
3520,6
3521,14
3522,1
3523,1
3524,14
3525,1
3526,178
3527,1
3528,4
3529,1
3530,10
3531,1
3532,25
3533,8
3534,1
3535,1
3536,9
3537,1
3538,25
3539,23
3540,5
3541,3
3542,3
3543,7
3544,2
3545,13
3546,33
3547,3
3548,24
3549,6
3550,10
3551,71
3552,7
3553,2
3554,5
3555,4
3556,1
3557,31
3558,63
3559,3
3560,9
3561,2
3562,24
3563,3
3564,1
3565,2
3566,3
3567,2
3568,3
3569,2
3570,1
3571,11
3572,64
3573,1
3574,19
3575,32
3576,1
3577,1
3578,8
3579,2
3580,4
3581,4
3582,11
3583,3
3584,1
3585,5
3586,31
3587,1
3588,2
3589,14
3590,12
3591,2
3592,10
3593,3
3594,3
3595,2
3596,11
3597,21
3598,3
3599,6
3600,6
3601,5
3602,1
3603,5
3604,15
3605,2
3606,1
3607,1
3608,1
3609,2
3610,1
3611,1
3612,1
3613,18
3614,44
3615,4
3616,64
3617,5
3618,1
3619,16
3620,3
3621,1
3622,1
3623,1
3624,8
3625,3
3626,2
3627,73
3628,11
3629,23
3630,3
3631,4
3632,51
3633,2
3634,12
3635,79
3636,53
3637,11
3638,4
3639,16
3640,5
3641,2
3642,40
3643,1
3644,6
3645,17
3646,1
3647,12
3648,1
3649,22
3650,3
3651,3
3652,6
3653,7
3654,4
3655,8
3656,2
3657,32
3658,1
3659,11
3660,72
3661,2
3662,29
3663,7
3664,4
3665,3
3666,4
3667,4
3668,8
3669,1
3670,10
3671,24
3672,1
3673,4
3674,11
3675,7
3676,11
3677,1
3678,6
3679,6
3680,29
3681,2
3682,6
3683,11
3684,1
3685,1
3686,3
3687,1
3688,3
3689,69
3690,69
3691,2
3692,103
3693,2
3694,10
3695,1
3696,17
3697,16
3698,7
3699,2
3700,1
3701,5
3702,171
3703,2
3704,3
3705,11
3706,13
3707,1
3708,16
3709,6
3710,8
3711,1
3712,36
3713,2
3714,1
3715,2
3716,23
3717,4
3718,1
3719,1
3720,3
3721,2
3722,17
3723,10
3724,2
3725,11
3726,7
3727,22
3728,2
3729,8
3730,1
3731,1
3732,13
3733,1
3734,32
3735,3
3736,9
3737,1
3738,3
3739,22
3740,1
3741,6
3742,2
3743,6
3744,1
3745,26
3746,1
3747,1
3748,15
3749,5
3750,1
3751,2
3752,6
3753,3
3754,5
3755,2
3756,61
3757,20
3758,40
3759,2
3760,1
3761,1
3762,3
3763,7
3764,1
3765,7
3766,12
3767,25
3768,4
3769,1
3770,8
3771,19
3772,3
3773,7
3774,1
3775,27
3776,6
3777,23
3778,2
3779,61
3780,4
3781,1
3782,2
3783,1
3784,7
3785,8
3786,2
3787,12
3788,316
3789,6
3790,3
3791,8
3792,6
3793,5
3794,6
3795,6
3796,3
3797,1
3798,54
3799,1
3800,48
3801,12
3802,1
3803,2
3804,3
3805,1
3806,61
3807,2
3808,4
3809,39
3810,1
3811,3
3812,86
3813,4
3814,23
3815,27
3816,18
3817,10
3818,23
3819,6
3820,24
3821,1
3822,11
3823,2
3824,1
3825,7
3826,1
3827,3
3828,20
3829,1
3830,3
3831,1
3832,24
3833,3
3834,11
3835,1
3836,12
3837,9
3838,7
3839,1
3840,15
3841,6
3842,2
3843,13
3844,6
3845,1
3846,1
3847,16
3848,8
3849,2
3850,6
3851,2
3852,6
3853,20
3854,78
3855,2
3856,6
3857,22
3858,2
3859,1
3860,1
3861,2
3862,3
3863,94
3864,2
3865,7
3866,17
3867,20
3868,1
3869,9
3870,24
3871,1
3872,7
3873,14
3874,2
3875,26
3876,45
3877,1
3878,2
3879,3
3880,59
3881,15
3882,3
3883,3
3884,6
3885,45
3886,13
3887,1
3888,2
3889,1
3890,2
3891,2
3892,2
3893,4
3894,2
3895,5
3896,7
3897,53
3898,11
3899,20
3900,3
3901,4
3902,5
3903,16
3904,7
3905,1
3906,2
3907,46
3908,49
3909,8
3910,1
3911,3
3912,2
3913,8
3914,6
3915,17
3916,1
3917,8
3918,12
3919,34
3920,7
3921,2
3922,1
3923,1
3924,17
3925,65
3926,39
3927,2
3928,13
3929,242
3930,4
3931,1
3932,4
3933,7
3934,1
3935,2
3936,4
3937,4
3938,2
3939,12
3940,5
3941,2
3942,19
3943,1
3944,1
3945,8
3946,37
3947,4
3948,3
3949,11
3950,7
3951,17
3952,17
3953,6
3954,10
3955,3
3956,12
3957,1
3958,1
3959,12
3960,5
3961,2
3962,18
3963,3
3964,7
3965,5
3966,3
3967,4
3968,3
3969,8
3970,8
3971,6
3972,2
3973,70
3974,2
3975,14
3976,12
3977,2
3978,5
3979,1
3980,3
3981,9
3982,8
3983,22
3984,2
3985,17
3986,1
3987,3
3988,1
3989,29
3990,4
3991,3
3992,21
3993,2
3994,39
3995,45
3996,35
3997,5
3998,4
3999,3
4000,1
4001,3
4002,2
4003,34
4004,4
4005,6
4006,1
4007,5
4008,6
4009,4
4010,35
4011,7
4012,14
4013,5
4014,1
4015,83
4016,8
4017,2
4018,5
4019,3
4020,3
4021,12
4022,10
4023,27
4024,1
4025,1
4026,4
4027,1
4028,3
4029,7
4030,15
4031,26
4032,16
4033,5
4034,3
4035,73
4036,2
4037,1
4038,7
4039,4
4040,2
4041,1
4042,44
4043,10
4044,1
4045,5
4046,3
4047,4
4048,1
4049,4
4050,12
4051,51
4052,12
4053,1
4054,17
4055,26
4056,5
4057,1
4058,11
4059,2
4060,8
4061,2
4062,17
4063,23
4064,7
4065,2
4066,45
4067,33
4068,3
4069,1
4070,8
4071,7
4072,178
4073,1
4074,2
4075,9
4076,9
4077,8
4078,15
4079,26
4080,10
4081,15
4082,3
4083,189
4084,49
4085,4
4086,3
4087,1
4088,11
4089,4
4090,56
4091,4
4092,6
4093,22
4094,6
4095,160
4096,1
4097,9
4098,11
4099,40
4100,4
4101,1
4102,45
4103,8
4104,2
4105,45
4106,11
4107,1
4108,7
4109,1
4110,6
4111,2
4112,3
4113,1
4114,8
4115,8
4116,10
4117,8
4118,17
4119,8
4120,1
4121,20
4122,13
4123,4
4124,8
4125,4
4126,51
4127,11
4128,3
4129,1
4130,65
4131,3
4132,10
4133,2
4134,3
4135,4
4136,1
4137,2
4138,1
4139,1
4140,53
4141,1
4142,59
4143,4
4144,27
4145,12
4146,1
4147,19
4148,1
4149,2
4150,24
4151,1
4152,8
4153,2
4154,25
4155,10
4156,13
4157,1
4158,134
4159,1
4160,3
4161,1
4162,1
4163,16
4164,1
4165,1
4166,2
4167,74
4168,2
4169,7
4170,30
4171,31
4172,5
4173,3
4174,15
4175,4
4176,16
4177,12
4178,1
4179,2
4180,27
4181,1
4182,3
4183,40
4184,3
4185,38
4186,2
4187,3
4188,17
4189,1
4190,5
4191,3
4192,3
4193,23
4194,11
4195,45
4196,5
4197,12
4198,3
4199,1
4200,5
4201,20
4202,26
4203,1
4204,10
4205,3
4206,39
4207,65
4208,1
4209,5
4210,4
4211,30
4212,25
4213,69
4214,6
4215,3
4216,1
4217,1
4218,1
4219,1
4220,2
4221,8
4222,3
4223,7
4224,4
4225,10
4226,8
4227,43
4228,2
4229,19
4230,13
4231,2
4232,5
4233,3
4234,13
4235,6
4236,19
4237,24
4238,3
4239,19
4240,1
4241,3
4242,30
4243,3
4244,9
4245,3
4246,1
4247,17
4248,6
4249,2
4250,5
4251,15
4252,1
4253,32
4254,1
4255,5
4256,36
4257,7
4258,2
4259,2
4260,2
4261,11
4262,1
4263,8
4264,7
4265,5
4266,1
4267,1
4268,5
4269,51
4270,19
4271,23
4272,103
4273,9
4274,8
4275,6
4276,4
4277,15
4278,23
4279,10
4280,1
4281,158
4282,4
4283,23
4284,12
4285,46
4286,2
4287,5
4288,1
4289,1
4290,5
4291,6
4292,27
4293,1
4294,1
4295,2
4296,1
4297,5
4298,1
4299,1
4300,1
4301,1
4302,14
4303,7
4304,8
4305,1
4306,4
4307,3
4308,5
4309,1
4310,1
4311,27
4312,7
4313,3
4314,22
4315,2
4316,4
4317,3
4318,10
4319,11
4320,1
4321,24
4322,1
4323,9
4324,4
4325,7
4326,7
4327,4
4328,1
4329,11
4330,18
4331,26
4332,1
4333,4
4334,3
4335,2
4336,2
4337,2
4338,6
4339,4
4340,101
4341,7
4342,1
4343,1
4344,1
4345,2
4346,2
4347,2
4348,2
4349,6
4350,7
4351,7
4352,5
4353,3
4354,8
4355,1
4356,16
4357,44
4358,50
4359,1
4360,2
4361,2
4362,5
4363,6
4364,8
4365,3
4366,2
4367,6
4368,9
4369,4
4370,4
4371,1
4372,56
4373,4
4374,1
4375,5
4376,1
4377,1
4378,5
4379,4
4380,10
4381,31
4382,1
4383,1
4384,3
4385,12
4386,9
4387,5
4388,5
4389,1
4390,3
4391,4
4392,4
4393,1
4394,40
4395,2
4396,1
4397,24
4398,18
4399,11
4400,1
4401,31
4402,5
4403,19
4404,2
4405,2
4406,1
4407,6
4408,1
4409,59
4410,25
4411,11
4412,12
4413,1
4414,3
4415,79
4416,6
4417,38
4418,90
4419,17
4420,2
4421,12
4422,99
4423,5
4424,1
4425,34
4426,6
4427,45
4428,7
4429,1
4430,26
4431,6
4432,4
4433,1
4434,3
4435,2
4436,7
4437,1
4438,24
4439,11
4440,1
4441,1
4442,1
4443,1
4444,5
4445,40
4446,2
4447,2
4448,6
4449,1
4450,3
4451,1
4452,8
4453,3
4454,2
4455,5
4456,13
4457,133
4458,4
4459,2
4460,2
4461,10
4462,3
4463,12
4464,75
4465,1
4466,26
4467,13
4468,4
4469,31
4470,158
4471,3
4472,1
4473,7
4474,11
4475,1
4476,110
4477,2
4478,2
4479,2
4480,3
4481,1
4482,4
4483,1
4484,20
4485,5
4486,4
4487,3
4488,6
4489,3
4490,1
4491,1
4492,2
4493,16
4494,1
4495,4
4496,43
4497,8
4498,9
4499,1
4500,5
4501,2
4502,3
4503,22
4504,5
4505,5
4506,87
4507,3
4508,5
4509,7
4510,1
4511,2
4512,1
4513,5
4514,11
4515,2
4516,8
4517,1
4518,1
4519,15
4520,1
4521,35
4522,3
4523,6
4524,1
4525,7
4526,1
4527,2
4528,1
4529,1
4530,19
4531,12
4532,19
4533,46
4534,9
4535,6
4536,15
4537,4
4538,1
4539,1
4540,123
4541,2
4542,15
4543,5
4544,19
4545,3
4546,2
4547,12
4548,50
4549,8
4550,18
4551,38
4552,2
4553,7
4554,43
4555,7
4556,1
4557,1
4558,109
4559,1
4560,2
4561,7
4562,2
4563,3
4564,3
4565,2
4566,3
4567,8
4568,80
4569,2
4570,13
4571,4
4572,5
4573,4
4574,52
4575,1
4576,2
4577,18
4578,36
4579,1
4580,2
4581,8
4582,60
4583,2
4584,6
4585,3
4586,27
4587,6
4588,7
4589,28
4590,1
4591,5
4592,1
4593,3
4594,1
4595,28
4596,56
4597,3
4598,4
4599,10
4600,15
4601,90
4602,28
4603,3
4604,4
4605,5
4606,4
4607,12
4608,2
4609,16
4610,37
4611,4
4612,52
4613,14
4614,1
4615,1
4616,7
4617,15
4618,7
4619,4
4620,2
4621,32
4622,1
4623,38
4624,1
4625,25
4626,38
4627,10
4628,1
4629,2
4630,8
4631,2
4632,12
4633,2
4634,34
4635,14
4636,3
4637,5
4638,15
4639,1
4640,2
4641,4
4642,35
4643,34
4644,1
4645,32
4646,3
4647,4
4648,3
4649,1
4650,2
4651,10
4652,1
4653,18
4654,4
4655,126
4656,164
4657,1
4658,4
4659,30
4660,1
4661,1
4662,12
4663,259
4664,5
4665,6
4666,1
4667,7
4668,5
4669,8
4670,6
4671,4
4672,1
4673,1
4674,3
4675,9
4676,112
4677,4
4678,12
4679,1
4680,10
4681,138
4682,1
4683,3
4684,2
4685,7
4686,1
4687,7
4688,3
4689,3
4690,26
4691,1
4692,1
4693,54
4694,4
4695,4
4696,1
4697,8
4698,2
4699,4
4700,1
4701,1
4702,3
4703,3
4704,2
4705,1
4706,6
4707,28
4708,3
4709,4
4710,1
4711,17
4712,4
4713,2
4714,13
4715,24
4716,75
4717,9
4718,2
4719,4
4720,59
4721,10
4722,1
4723,32
4724,32
4725,20
4726,155
4727,2
4728,29
4729,1
4730,52
4731,22
4732,2
4733,4
4734,3
4735,4
4736,4
4737,41
4738,6
4739,1
4740,2
4741,62
4742,59
4743,3
4744,1
4745,12
4746,6
4747,5
4748,3
4749,4
4750,10
4751,32
4752,10
4753,84
4754,47
4755,5
4756,1
4757,2
4758,1
4759,3
4760,10
4761,27
4762,4
4763,16
4764,6
4765,3
4766,53
4767,1
4768,16
4769,6
4770,1
4771,1
4772,3
4773,1
4774,4
4775,24
4776,12
4777,1
4778,1
4779,12
4780,2
4781,3
4782,1
4783,17
4784,5
4785,1
4786,3
4787,5
4788,1
4789,2
4790,9
4791,16
4792,4
4793,3
4794,13
4795,6
4796,1
4797,4
4798,1
4799,11
4800,36
4801,4
4802,1
4803,5
4804,1
4805,1
4806,1
4807,5
4808,1
4809,6
4810,1
4811,7
4812,4
4813,1
4814,23
4815,1
4816,1
4817,6
4818,40
4819,1
4820,5
4821,1
4822,2
4823,36
4824,8
4825,1
4826,3
4827,3
4828,1
4829,4
4830,4
4831,10
4832,14
4833,32
4834,1
4835,7
4836,28
4837,193
4838,16
4839,8
4840,80
4841,4
4842,6
4843,1
4844,91
4845,24
4846,1
4847,5
4848,37
4849,1
4850,1
4851,1
4852,2
4853,1
4854,1
4855,18
4856,3
4857,13
4858,1
4859,1
4860,3
4861,16
4862,7
4863,70
4864,3
4865,28
4866,1
4867,44
4868,6
4869,3
4870,21
4871,50
4872,1
4873,3
4874,33
4875,1
4876,1
4877,1
4878,38
4879,3
4880,2
4881,19
4882,6
4883,4
4884,4
4885,1
4886,1
4887,3
4888,1
4889,19
4890,8
4891,2
4892,1
4893,29
4894,4
4895,19
4896,31
4897,4
4898,113
4899,1
4900,3
4901,1
4902,4
4903,15
4904,7
4905,2
4906,1
4907,4
4908,21
4909,1
4910,1
4911,1
4912,1
4913,14
4914,2
4915,8
4916,4
4917,32
4918,2
4919,8
4920,1
4921,44
4922,105
4923,1
4924,98
4925,1
4926,7
4927,52
4928,9
4929,12
4930,7
4931,17
4932,7
4933,22
4934,5
4935,34
4936,21
4937,15
4938,1
4939,3
4940,3
4941,1
4942,1
4943,1
4944,2
4945,1
4946,11
4947,17
4948,1
4949,2
4950,11
4951,31
4952,63
4953,46
4954,18
4955,40
4956,71
4957,1
4958,1
4959,1
4960,51
4961,57
4962,6
4963,7
4964,5
4965,9
4966,13
4967,42
4968,14
4969,2
4970,4
4971,42
4972,15
4973,8
4974,5
4975,44
4976,2
4977,4
4978,12
4979,3
4980,19
4981,1
4982,4
4983,5
4984,3
4985,6
4986,30
4987,18
4988,1
4989,7
4990,6
4991,1
4992,31
4993,2
4994,1
4995,93
4996,3
4997,1
4998,43
4999,49
5000,7
5001,17
5002,1
5003,6
5004,25
5005,2
5006,71
5007,16
5008,1
5009,3
5010,1
5011,5
5012,1
5013,2
5014,2
5015,18
5016,3
5017,1
5018,3
5019,4
5020,1
5021,32
5022,6
5023,1
5024,41
5025,5
5026,3
5027,18
5028,10
5029,3
5030,1
5031,18
5032,7
5033,29
5034,22
5035,3
5036,1
5037,2
5038,11
5039,126
5040,1
5041,4
5042,40
5043,5
5044,5
5045,1
5046,1
5047,22
5048,1
5049,3
5050,72
5051,2
5052,3
5053,7
5054,1
5055,2
5056,8
5057,5
5058,4
5059,42
5060,36
5061,7
5062,1
5063,23
5064,2
5065,3
5066,5
5067,3
5068,5
5069,5
5070,1
5071,1
5072,6
5073,8
5074,1
5075,6
5076,14
5077,13
5078,6
5079,1
5080,1
5081,26
5082,7
5083,8
5084,1
5085,48
5086,10
5087,3
5088,4
5089,2
5090,7
5091,63
5092,27
5093,3
5094,12
5095,4
5096,1
5097,27
5098,120
5099,3
5100,2
5101,4
5102,5
5103,1
5104,7
5105,2
5106,35
5107,1
5108,1
5109,15
5110,17
5111,1
5112,1
5113,1
5114,2
5115,5
5116,1
5117,7
5118,4
5119,1
5120,2
5121,29
5122,84
5123,2
5124,6
5125,1
5126,4
5127,2
5128,16
5129,5
5130,18
5131,1
5132,53
5133,15
5134,10
5135,1
5136,1
5137,7
5138,15
5139,1
5140,1
5141,4
5142,1
5143,9
5144,2
5145,3
5146,6
5147,1
5148,1
5149,3
5150,1
5151,8
5152,31
5153,1
5154,1
5155,3
5156,6
5157,3
5158,2
5159,72
5160,31
5161,1
5162,2
5163,1
5164,30
5165,2
5166,11
5167,3
5168,24
5169,4
5170,1
5171,12
5172,1
5173,52
5174,3
5175,37
5176,10
5177,4
5178,87
5179,5
5180,5
5181,1
5182,9
5183,6
5184,25
5185,21
5186,12
5187,1
5188,4
5189,2
5190,3
5191,1
5192,19
5193,3
5194,2
5195,42
5196,1
5197,45
5198,12
5199,5
5200,2
5201,4
5202,1
5203,185
5204,20
5205,5
5206,18
5207,14
5208,2
5209,3
5210,21
5211,1
5212,1
5213,8
5214,1
5215,6
5216,34
5217,13
5218,3
5219,1
5220,146
5221,23
5222,2
5223,1
5224,1
5225,4
5226,14
5227,1
5228,13
5229,13
5230,78
5231,14
5232,23
5233,1
5234,5
5235,45
5236,2
5237,15
5238,1
5239,8
5240,3
5241,1
5242,40
5243,2
5244,2
5245,3
5246,1
5247,1
5248,9
5249,1
5250,2
5251,5
5252,22
5253,8
5254,25
5255,7
5256,3
5257,2
5258,10
5259,25
5260,1
5261,1
5262,28
5263,6
5264,1
5265,95
5266,1
5267,5
5268,16
5269,1
5270,7
5271,9
5272,5
5273,3
5274,1
5275,3
5276,34
5277,16
5278,32
5279,9
5280,5
5281,98
5282,1
5283,1
5284,2
5285,2
5286,6
5287,3
5288,1
5289,2
5290,1
5291,1
5292,5
5293,2
5294,25
5295,1
5296,11
5297,33
5298,1
5299,2
5300,1
5301,9
5302,1
5303,2
5304,2
5305,3
5306,1
5307,21
5308,125
5309,10
5310,3
5311,86
5312,44
5313,1
5314,1
5315,1
5316,10
5317,6
5318,43
5319,15
5320,8
5321,2
5322,5
5323,173
5324,6
5325,1
5326,2
5327,2
5328,2
5329,1
5330,2
5331,1
5332,4
5333,2
5334,1
5335,1
5336,1
5337,1
5338,3
5339,4
5340,26
5341,8
5342,1
5343,6
5344,8
5345,2
5346,1
5347,20
5348,1
5349,46
5350,9
5351,2
5352,2
5353,1
5354,2
5355,1
5356,1
5357,7
5358,4
5359,1
5360,6
5361,4
5362,1
5363,15
5364,1
5365,3
5366,2
5367,6
5368,1
5369,1
5370,3
5371,1
5372,3
5373,6
5374,1
5375,2
5376,38
5377,4
5378,8
5379,2
5380,4
5381,2
5382,9
5383,17
5384,5
5385,2
5386,2
5387,2
5388,1
5389,9
5390,6
5391,7
5392,57
5393,18
5394,10
5395,31
5396,2
5397,115
5398,2
5399,3
5400,2
5401,10
5402,3
5403,9
5404,9
5405,1
5406,5
5407,7
5408,5
5409,2
5410,1
5411,2
5412,42
5413,1
5414,5
5415,29
5416,2
5417,25
5418,4
5419,54
5420,27
5421,5
5422,26
5423,5
5424,101
5425,22
5426,1
5427,2
5428,1
5429,1
5430,7
5431,1
5432,4
5433,7
5434,5
5435,2
5436,1
5437,2
5438,11
5439,3
5440,14
5441,6
5442,158
5443,5
5444,2
5445,46
5446,1
5447,10
5448,1
5449,2
5450,18
5451,51
5452,1
5453,1
5454,11
5455,10
5456,40
5457,63
5458,22
5459,12
5460,1
5461,5
5462,1
5463,44
5464,1
5465,6
5466,124
5467,150
5468,58
5469,1
5470,1
5471,1
5472,1
5473,2
5474,6
5475,1
5476,1
5477,161
5478,1
5479,2
5480,28
5481,1
5482,8
5483,8
5484,3
5485,3
5486,10
5487,1
5488,2
5489,2
5490,1
5491,3
5492,9
5493,25
5494,1
5495,14
5496,6
5497,1
5498,22
5499,17
5500,49
5501,1
5502,5
5503,5
5504,36
5505,2
5506,2
5507,14
5508,1
5509,5
5510,3
5511,2
5512,1
5513,1
5514,35
5515,1
5516,1
5517,46
5518,32
5519,2
5520,9
5521,5
5522,27
5523,2
5524,17
5525,1
5526,9
5527,6
5528,45
5529,1
5530,14
5531,1
5532,2
5533,7
5534,45
5535,1
5536,1
5537,1
5538,1
5539,21
5540,2
5541,19
5542,27
5543,5
5544,1
5545,2
5546,5
5547,1
5548,2
5549,12
5550,3
5551,203
5552,1
5553,3
5554,9
5555,4
5556,1
5557,4
5558,9
5559,18
5560,3
5561,6
5562,1
5563,3
5564,64
5565,1
5566,34
5567,3
5568,9
5569,1
5570,38
5571,4
5572,4
5573,8
5574,3
5575,2
5576,1
5577,4
5578,74
5579,27
5580,1
5581,26
5582,9
5583,1
5584,20
5585,1
5586,2
5587,17
5588,9
5589,1
5590,13
5591,78
5592,43
5593,1
5594,14
5595,4
5596,17
5597,1
5598,16
5599,10
5600,3
5601,8
5602,1
5603,17
5604,9
5605,7
5606,8
5607,1
5608,80
5609,1
5610,1
5611,1
5612,13
5613,1
5614,2
5615,20
5616,1
5617,6
5618,4
5619,1
5620,4
5621,20
5622,12
5623,1
5624,29
5625,1
5626,4
5627,1
5628,23
5629,82
5630,54
5631,32
5632,18
5633,3
5634,13
5635,6
5636,15
5637,142
5638,11
5639,5
5640,4
5641,2
5642,1
5643,1
5644,19
5645,23
5646,1
5647,28
5648,7
5649,20
5650,5
5651,1
5652,4
5653,25
5654,1
5655,1
5656,2
5657,1
5658,42
5659,8
5660,6
5661,3
5662,8
5663,2
5664,21
5665,2
5666,7
5667,6
5668,11
5669,3
5670,10
5671,1
5672,2
5673,15
5674,9
5675,9
5676,1
5677,3
5678,7
5679,5
5680,13
5681,4
5682,8
5683,27
5684,63
5685,6
5686,1
5687,9
5688,3
5689,98
5690,3
5691,13
5692,22
5693,11
5694,1
5695,2
5696,12
5697,4
5698,7
5699,5
5700,2
5701,8
5702,1
5703,2
5704,7
5705,17
5706,1
5707,5
5708,2
5709,13
5710,1
5711,2
5712,13
5713,1
5714,16
5715,6
5716,5
5717,38
5718,3
5719,18
5720,2
5721,3
5722,4
5723,14
5724,1
5725,1
5726,14
5727,1
5728,120
5729,4
5730,12
5731,1
5732,6
5733,7
5734,1
5735,1
5736,7
5737,8
5738,5
5739,18
5740,2
5741,1
5742,2
5743,10
5744,35
5745,1
5746,2
5747,4
5748,1
5749,1
5750,1
5751,2
5752,15
5753,4
5754,31
5755,14
5756,58
5757,141
5758,4
5759,42
5760,7
5761,3
5762,42
5763,6
5764,32
5765,2
5766,16
5767,7
5768,6
5769,4
5770,29
5771,2
5772,13
5773,57
5774,1
5775,13
5776,5
5777,101
5778,1
5779,6
5780,4
5781,10
5782,2
5783,2
5784,4
5785,4
5786,7
5787,5
5788,4
5789,42
5790,1
5791,1
5792,4
5793,10
