i,deg_inter
11385,5
11386,4
11387,6
11388,1
11389,4
11390,7
11391,2
11392,4
11393,4
11394,1
11395,22
11396,1
11397,1
11398,4
11399,5
11400,6
11401,2
11402,2
11403,6
11404,7
11405,2
11406,7
11407,2
11408,6
11409,5
11410,2
11411,3
11412,3
11413,1
11414,2
11415,2
11416,1
11417,5
11418,1
11419,1
11420,1
11421,1
11422,4
11423,1
11424,1
11425,2
11426,193
11427,131
11428,41
11429,120
11430,204
11431,233
11432,1305
11433,90
11434,5
11435,1197
11436,195
11437,39
11438,302
11439,402
11440,300
11441,162
11442,69
11443,523
11444,5
11445,31
11446,130
11447,25
11448,2406
11449,72
11450,441
11451,60
11452,316
11453,494
11454,499
11455,230
11456,127
11457,86
11458,172
11459,6
11460,36
11461,295
11462,80
11463,70
11464,225
11465,215
11466,121
11467,273
11468,105
11469,616
11470,176
11471,352
11472,64
11473,130
11474,639
11475,161
11476,64
11477,109
11478,50
11479,460
11480,125
11481,8
11482,15
11483,198
11484,527
11485,134
11486,140
11487,250
11488,278
11489,102
11490,45
11491,5
11492,341
11493,139
11494,203
11495,6
11496,146
11497,336
11498,53
11499,79
11500,2
11501,59
11502,25
11503,29
11504,51
11505,81
11506,201
11507,356
11508,18
11509,6
11510,54
11511,195
11512,109
11513,118
11514,83
11515,5
11516,447
11517,124
11518,126
11519,63
11520,224
11521,59
11522,33
11523,14
11524,92
11525,155
11526,26
11527,111
11528,41
11529,313
11530,28
11531,22
11532,17
11533,42
11534,9
11535,107
11536,76
11537,171
11538,46
11539,2
11540,41
11541,37
11542,67
11543,99
11544,149
11545,67
11546,18
11547,214
11548,27
11549,78
11550,131
11551,133
11552,118
11553,355
11554,212
11555,181
11556,312
11557,206
11558,19
11559,361
11560,59
11561,57
11562,162
11563,271
11564,242
11565,216
11566,41
11567,237
11568,28
11569,51
11570,102
11571,34
11572,42
11573,426
11574,130
11575,83
11576,58
11577,43
11578,65
11579,34
11580,8
11581,18
11582,173
11583,44
11584,18
11585,37
11586,39
11587,163
11588,85
11589,15
11590,78
11591,149
11592,105
11593,9
11594,94
11595,29
11596,18
11597,5
11598,13
11599,91
11600,213
11601,8
11602,13
11603,177
11604,52
11605,73
11606,31
11607,11
11608,99
11609,105
11610,129
11611,127
11612,34
11613,17
11614,21
11615,30
11616,73
11617,58
11618,28
11619,313
11620,50
11621,63
11622,93
11623,228
11624,528
11625,18
11626,13
11627,71
11628,95
11629,5
11630,21
11631,197
11632,8
11633,38
11634,167
11635,16
11636,28
11637,107
11638,128
11639,110
11640,65
11641,43
11642,79
11643,69
11644,180
11645,48
11646,70
11647,8
11648,124
11649,104
11650,111
11651,4
11652,13
11653,90
11654,21
11655,46
11656,19
11657,145
11658,21
11659,16
11660,73
11661,35
11662,4
11663,4
11664,134
11665,96
11666,39
11667,78
11668,130
11669,198
11670,22
11671,21
11672,15
11673,24
11674,29
11675,118
11676,60
11677,8
11678,70
11679,117
11680,43
11681,53
11682,176
11683,23
11684,99
11685,18
11686,38
11687,11
11688,19
11689,147
11690,6
11691,16
11692,37
11693,116
11694,29
11695,25
11696,120
11697,74
11698,4
11699,6
11700,36
11701,20
11702,19
11703,46
11704,81
11705,52
11706,52
11707,15
11708,90
11709,11
11710,118
11711,40
11712,47
11713,77
11714,173
11715,29
11716,54
11717,45
11718,26
11719,10
11720,109
11721,7
11722,4
11723,7
11724,20
11725,30
11726,140
11727,60
11728,149
11729,31
11730,24
11731,121
11732,55
11733,96
11734,119
11735,29
11736,13
11737,99
11738,15
11739,26
11740,106
11741,72
11742,8
11743,43
11744,5
11745,8
11746,35
11747,5
11748,11
11749,8
11750,175
11751,85
11752,7
11753,41
11754,5
11755,19
11756,9
11757,105
11758,39
11759,107
11760,20
11761,5
11762,166
11763,113
11764,59
11765,21
11766,58
11767,131
11768,17
11769,223
11770,70
11771,65
11772,41
11773,7
11774,53
11775,120
11776,101
11777,11
11778,1
11779,15
11780,94
11781,15
11782,9
11783,133
11784,59
11785,12
11786,20
11787,39
11788,6
11789,9
11790,22
11791,21
11792,43
11793,17
11794,12
11795,26
11796,53
11797,93
11798,19
11799,83
11800,25
11801,241
11802,2
11803,43
11804,52
11805,41
11806,18
11807,31
11808,23
11809,18
11810,31
11811,16
11812,6
11813,24
11814,32
11815,19
11816,8
11817,12
11818,5
11819,10
11820,61
11821,5
11822,12
11823,25
11824,9
11825,12
11826,8
11827,79
11828,110
11829,13
11830,8
11831,38
11832,81
11833,10
11834,19
11835,9
11836,8
11837,8
11838,52
11839,4
11840,49
11841,9
11842,150
11843,77
11844,46
11845,31
11846,7
11847,89
11848,1
11849,5
11850,91
11851,18
11852,19
11853,26
11854,17
11855,24
11856,5
11857,66
11858,78
11859,10
11860,39
11861,130
11862,55
11863,25
11864,11
11865,14
11866,96
11867,20
11868,29
11869,87
11870,7
11871,63
11872,18
11873,2
11874,29
11875,19
11876,15
11877,24
11878,8
11879,44
11880,2
11881,45
11882,18
11883,16
11884,13
11885,18
11886,17
11887,7
11888,9
11889,62
11890,47
11891,19
11892,51
11893,7
11894,10
11895,43
11896,17
11897,31
11898,17
11899,11
11900,13
11901,6
11902,39
11903,7
11904,10
11905,11
11906,150
11907,18
11908,18
11909,6
11910,20
11911,4
11912,15
11913,46
11914,6
11915,39
11916,24
11917,6
11918,9
11919,11
11920,7
11921,3
11922,37
11923,29
11924,137
11925,20
11926,7
11927,14
11928,4
11929,92
11930,18
11931,24
11932,8
11933,87
11934,27
11935,8
11936,9
11937,10
11938,34
11939,26
11940,26
11941,3
11942,20
11943,67
11944,29
11945,4
11946,24
11947,38
11948,60
11949,57
11950,2
11951,8
11952,8
11953,6
11954,34
11955,21
11956,29
11957,43
11958,8
11959,20
11960,7
11961,26
11962,18
11963,24
11964,16
11965,78
11966,10
11967,44
11968,34
11969,30
11970,82
11971,24
11972,24
11973,99
11974,35
11975,33
11976,46
11977,14
11978,25
11979,12
11980,13
11981,28
11982,25
11983,62
11984,79
11985,24
11986,4
11987,6
11988,20
11989,26
11990,10
11991,41
11992,25
11993,6
11994,3
11995,36
11996,4
11997,52
11998,17
11999,9
12000,20
12001,7
12002,5
12003,15
12004,31
12005,2
12006,4
12007,24
12008,49
12009,19
12010,73
12011,65
12012,11
12013,23
12014,15
12015,12
12016,8
12017,16
12018,34
12019,9
12020,4
12021,3
12022,19
12023,26
12024,8
12025,44
12026,23
12027,32
12028,26
12029,101
12030,8
12031,3
12032,3
12033,6
12034,11
12035,5
12036,64
12037,19
12038,17
12039,23
12040,8
12041,16
12042,12
12043,70
12044,6
12045,7
12046,43
12047,5
12048,40
12049,16
12050,9
12051,14
12052,16
12053,12
12054,15
12055,9
12056,34
12057,4
12058,19
12059,8
12060,41
12061,6
12062,26
12063,16
12064,4
12065,13
12066,20
12067,8
12068,4
12069,8
12070,10
12071,14
12072,8
12073,13
12074,11
12075,18
12076,4
12077,4
12078,9
12079,64
12080,7
12081,47
12082,4
12083,4
12084,12
12085,27
12086,19
12087,16
12088,9
12089,21
12090,22
12091,10
12092,122
12093,13
12094,4
12095,22
12096,10
12097,13
12098,14
12099,7
12100,10
12101,2
12102,11
12103,14
12104,6
12105,31
12106,32
12107,5
12108,10
12109,11
12110,31
12111,22
12112,13
12113,5
12114,8
12115,25
12116,12
12117,9
12118,12
12119,11
12120,20
12121,9
12122,20
12123,10
12124,21
12125,55
12126,24
12127,52
12128,8
12129,7
12130,13
12131,5
12132,4
12133,11
12134,8
12135,9
12136,8
12137,12
12138,12
12139,2
12140,18
12141,6
12142,6
12143,39
12144,34
12145,11
12146,12
12147,15
12148,8
12149,36
12150,5
12151,17
12152,16
12153,6
12154,14
12155,14
12156,3
12157,7
12158,14
12159,7
12160,8
12161,5
12162,6
12163,7
12164,3
12165,2
12166,6
12167,9
12168,13
12169,6
12170,4
12171,14
12172,6
12173,17
12174,5
12175,20
12176,28
12177,7
12178,16
12179,6
12180,10
12181,10
12182,15
12183,21
12184,7
12185,6
12186,8
12187,4
12188,26
12189,6
12190,7
12191,13
12192,5
12193,8
12194,4
12195,19
12196,1
12197,7
12198,46
12199,48
12200,11
12201,10
12202,4
12203,6
12204,5
12205,19
12206,48
12207,9
12208,11
12209,25
12210,5
12211,19
12212,6
12213,24
12214,4
12215,11
12216,15
12217,18
12218,9
12219,6
12220,31
12221,6
12222,14
12223,7
12224,17
12225,4
12226,3
12227,29
12228,9
12229,6
12230,35
12231,5
12232,15
12233,50
12234,8
12235,12
12236,7
12237,20
12238,14
12239,10
12240,9
12241,7
12242,20
12243,3
12244,6
12245,6
12246,22
12247,14
12248,4
12249,2
12250,11
12251,18
12252,5
12253,25
12254,6
12255,29
12256,7
12257,6
12258,4
12259,1
12260,8
12261,11
12262,3
12263,30
12264,20
12265,5
12266,5
12267,21
12268,9
12269,2
12270,7
12271,5
12272,3
12273,35
12274,4
12275,35
12276,6
12277,9
12278,3
12279,5
12280,11
12281,6
12282,12
12283,5
12284,7
12285,7
12286,25
12287,5
12288,5
12289,26
12290,18
12291,6
12292,14
12293,11
12294,9
12295,18
12296,5
12297,7
12298,2
12299,12
12300,5
12301,14
12302,2
12303,4
12304,12
12305,8
12306,6
12307,6
12308,11
12309,10
12310,20
12311,4
12312,4
12313,14
12314,26
12315,7
12316,1
12317,5
12318,8
12319,4
12320,2
12321,6
12322,9
12323,7
12324,26
12325,3
12326,16
12327,31
12328,47
12329,25
12330,5
12331,17
12332,9
12333,5
12334,24
12335,7
12336,4
12337,6
12338,2
12339,11
12340,3
12341,3
12342,7
12343,6
12344,6
12345,7
12346,4
12347,6
12348,6
12349,4
12350,13
12351,3
12352,6
12353,7
12354,6
12355,5
12356,7
12357,8
12358,3
12359,5
12360,16
12361,22
12362,5
12363,1
12364,3
12365,5
12366,4
12367,7
12368,6
12369,5
12370,13
12371,3
12372,11
12373,12
12374,9
12375,6
12376,12
12377,1
12378,9
12379,4
12380,2
12381,10
12382,8
12383,8
12384,33
12385,4
12386,3
12387,4
12388,3
12389,4
12390,8
12391,4
12392,5
12393,5
12394,8
12395,6
12396,5
12397,5
12398,10
12399,6
12400,11
12401,9
12402,6
12403,7
12404,4
12405,5
12406,4
12407,9
12408,13
12409,1
12410,3
12411,7
12412,6
12413,17
12414,1
12415,4
12416,12
12417,5
12418,9
12419,5
12420,2
12421,29
12422,4
12423,3
12424,14
12425,3
12426,5
12427,6
12428,2
12429,11
12430,4
12431,4
12432,3
12433,1
12434,17
12435,3
12436,10
12437,7
12438,3
12439,4
12440,6
12441,4
12442,1
12443,4
12444,7
12445,2
12446,11
12447,2
12448,2
12449,5
12450,4
12451,3
12452,21
12453,12
12454,2
12455,8
12456,6
12457,7
12458,7
12459,4
12460,4
12461,5
12462,1
12463,1
12464,5
12465,13
12466,6
12467,4
12468,3
12469,7
12470,5
12471,14
12472,5
12473,16
12474,3
12475,3
12476,5
12477,11
12478,2
12479,8
12480,2
12481,1
12482,4
12483,8
12484,1
12485,5
12486,1
12487,4
12488,3
12489,8
12490,5
12491,8
12492,4
12493,10
12494,10
12495,6
12496,1
12497,7
12498,6
12499,13
12500,3
12501,16
12502,2
12503,12
12504,11
12505,10
12506,4
12507,6
12508,3
12509,4
12510,5
12511,4
12512,1
12513,3
12514,10
12515,2
12516,7
12517,8
12518,19
12519,3
12520,4
12521,31
12522,9
12523,1
12524,1
12525,9
12526,3
12527,5
12528,4
12529,3
12530,5
12531,6
12532,5
12533,3
12534,1
12535,1
12536,3
12537,9
12538,2
12539,1
12540,2
12541,6
12542,9
12543,1
12544,5
12545,6
12546,2
12547,6
12548,5
12549,1
12550,1
12551,12
12552,4
12553,14
12554,1
12555,10
12556,5
12557,1035
12558,17
12559,8
12560,9
12561,18
12562,4
12563,2
12564,2
12565,6
12566,4
12567,1
12568,2
12569,14
12570,6
12571,4
12572,10
12573,18
12574,3
12575,1
12576,5
12577,73
12578,25
12579,16
12580,5
12581,4
12582,5
12583,166
12584,11
12585,5
12586,1
12587,2
12588,4
12589,14
12590,5
12591,8
12592,5
12593,6
12594,83
12595,10
12596,20
12597,53
12598,9
12599,12
12600,4
12601,5
12602,53
12603,1
12604,6
12605,37
12606,10
12607,18
12608,4
12609,24
12610,2
12611,8
12612,5
12613,14
12614,7
12615,3
12616,34
12617,76
12618,10
12619,1
12620,7
12621,7
12622,4
12623,9
12624,4
12625,3
12626,40
12627,9
12628,85
12629,322
12630,7
12631,2
12632,22
12633,9
12634,1
12635,8
12636,113
12637,5
12638,1
12639,7
12640,1
12641,11
12642,5
12643,4
12644,12
12645,7
12646,2
12647,8
12648,10
12649,5
12650,7
12651,11
12652,1
12653,16
12654,1
12655,10
12656,6
12657,20
12658,68
12659,4
12660,13
12661,4
12662,9
12663,6
12664,11
12665,6
12666,2
12667,94
12668,8
12669,4
12670,23
12671,19
12672,48
12673,6
12674,1
12675,4
12676,1
12677,93
12678,9
12679,4
12680,2
12681,4
12682,4
12683,10
12684,4
12685,63
12686,4
12687,44
12688,4
12689,8
12690,9
12691,28
12692,14
12693,10
12694,44
12695,12
12696,5
12697,4
12698,11
12699,2
12700,5
12701,7
12702,3
12703,3
12704,3
12705,1
12706,34
12707,23
12708,67
12709,8
12710,4
12711,2
12712,2
12713,6
12714,5
12715,8
12716,6
12717,79
12718,6
12719,2
12720,1
12721,5
12722,1
12723,10
12724,1
12725,8
12726,1
12727,1
12728,5
12729,4
12730,1
12731,4
12732,75
12733,4
12734,3
12735,4
12736,1
12737,3
12738,1
12739,1
12740,13
12741,5
12742,18
12743,2
12744,174
12745,3
12746,13
12747,22
12748,6
12749,32
12750,6
12751,13
12752,12
12753,17
12754,4
12755,28
12756,36
12757,4
12758,15
12759,5
12760,5
12761,5
12762,3
12763,5
12764,3
12765,5
12766,1
12767,6
12768,5
12769,4
12770,7
12771,6
12772,11
12773,3
12774,20
12775,6
12776,2
12777,1
12778,9
12779,2
12780,3
12781,3
12782,9
12783,5
12784,3
12785,3
12786,1
12787,9
12788,5
12789,5
12790,2
12791,3
12792,4
12793,6
12794,4
12795,3
12796,2
12797,2
12798,3
12799,9
12800,5
12801,2
12802,1
12803,5
12804,5
12805,7
12806,1
12807,2
12808,6
12809,4
12810,1
12811,2
12812,7
12813,1
12814,1
12815,1
12816,1
12817,2
12818,1
12819,6
12820,3
12821,2
12822,2
12823,1
12824,1
12825,1
12826,1
12827,1
12828,265
12829,483
12830,734
12831,1673
12832,5380
12833,917
12834,2
12835,151
12836,296
12837,500
12838,1217
12839,586
12840,1162
12841,31
12842,17
12843,154
12844,119
12845,156
12846,29
12847,461
12848,1726
12849,23
12850,244
12851,1308
12852,787
12853,10
12854,301
12855,297
12856,16
12857,31
12858,133
12859,181
12860,2071
12861,34
12862,148
12863,176
12864,170
12865,227
12866,148
12867,575
12868,177
12869,413
12870,197
12871,36
12872,51
12873,40
12874,24
12875,86
12876,358
12877,389
12878,509
12879,214
12880,392
12881,198
12882,112
12883,159
12884,60
12885,115
12886,378
12887,206
12888,13
12889,157
12890,336
12891,26
12892,593
12893,171
12894,57
12895,1417
12896,52
12897,97
12898,338
12899,190
12900,502
12901,242
12902,45
12903,117
12904,89
12905,189
12906,341
12907,123
12908,78
12909,183
12910,187
12911,70
12912,193
12913,39
12914,5
12915,77
12916,116
12917,157
12918,16
12919,288
12920,70
12921,399
12922,77
12923,75
12924,191
12925,63
12926,201
12927,237
12928,26
12929,5
12930,163
12931,141
12932,465
12933,162
12934,100
12935,177
12936,49
12937,57
12938,216
12939,75
12940,40
12941,29
12942,106
12943,136
12944,164
12945,36
12946,41
12947,92
12948,70
12949,807
12950,5
12951,111
12952,200
12953,51
12954,67
12955,548
12956,6
12957,80
12958,87
12959,12
12960,150
12961,6
12962,268
12963,43
12964,123
12965,119
12966,34
12967,58
12968,8
12969,138
12970,13
12971,131
12972,191
12973,3
12974,17
12975,35
12976,95
12977,111
12978,43
12979,140
12980,598
12981,151
12982,1
12983,27
12984,60
12985,3
12986,16
12987,41
12988,300
12989,175
12990,8
12991,157
12992,25
12993,16
12994,63
12995,56
12996,81
12997,64
12998,63
12999,6
13000,205
13001,39
13002,11
13003,46
13004,140
13005,59
13006,137
13007,99
13008,199
13009,90
13010,141
13011,107
13012,8
13013,54
13014,87
13015,387
13016,202
13017,46
13018,60
13019,36
13020,12
13021,58
13022,28
13023,144
13024,42
13025,21
13026,22
13027,9
13028,61
13029,27
13030,3
13031,13
13032,100
13033,353
13034,112
13035,120
13036,61
13037,25
13038,18
13039,124
13040,20
13041,6
13042,151
13043,73
13044,175
13045,33
13046,113
13047,122
13048,14
13049,199
13050,23
13051,68
13052,24
13053,53
13054,69
13055,49
13056,193
13057,21
13058,145
13059,288
13060,80
13061,38
13062,308
13063,88
13064,9
13065,159
13066,21
13067,39
13068,13
13069,31
13070,6
13071,45
13072,80
13073,45
13074,76
13075,14
13076,117
13077,54
13078,61
13079,10
13080,31
13081,119
13082,11
13083,51
13084,109
13085,87
13086,57
13087,5
13088,104
13089,84
13090,45
13091,37
13092,74
13093,12
13094,2
13095,103
13096,122
13097,131
13098,115
13099,19
13100,22
13101,6
13102,58
13103,63
13104,1
13105,9
13106,74
13107,19
13108,23
13109,60
13110,3
13111,88
13112,22
13113,50
13114,158
13115,30
13116,3
13117,9
13118,174
13119,6
13120,26
13121,13
13122,7
13123,55
13124,4
13125,47
13126,31
13127,96
13128,68
13129,5
13130,28
13131,91
13132,18
13133,8
13134,15
13135,4
13136,8
13137,26
13138,123
13139,15
13140,77
13141,48
13142,7
13143,7
13144,47
13145,20
13146,15
13147,6
13148,4
13149,10
13150,31
13151,6
13152,38
13153,20
13154,86
13155,31
13156,11
13157,97
13158,57
13159,7
13160,16
13161,17
13162,52
13163,27
13164,37
13165,12
13166,24
13167,20
13168,113
13169,48
13170,13
13171,5
13172,129
13173,38
13174,97
13175,60
13176,90
13177,16
13178,20
13179,31
13180,17
13181,26
13182,12
13183,35
13184,103
13185,9
13186,64
13187,66
13188,25
13189,49
13190,19
13191,23
13192,24
13193,16
13194,79
13195,86
13196,16
13197,31
13198,20
13199,24
13200,27
13201,6
13202,95
13203,17
13204,46
13205,21
13206,19
13207,54
13208,61
13209,56
13210,44
13211,40
13212,2
13213,33
13214,67
13215,4
13216,37
13217,7
13218,25
13219,104
13220,11
13221,10
13222,37
13223,30
13224,15
13225,91
13226,22
13227,75
13228,152
13229,20
13230,20
13231,73
13232,61
13233,28
13234,101
13235,13
13236,18
13237,60
13238,18
13239,6
13240,23
13241,23
13242,12
13243,14
13244,2
13245,42
13246,46
13247,7
13248,27
13249,11
13250,10
13251,5
13252,33
13253,20
13254,42
13255,35
13256,47
13257,61
13258,17
13259,37
13260,55
13261,8
13262,32
13263,4
13264,33
13265,37
13266,9
13267,43
13268,15
13269,10
13270,19
13271,24
13272,11
13273,45
13274,70
13275,40
13276,42
13277,5
13278,71
13279,27
13280,62
13281,14
13282,48
13283,4
13284,49
13285,25
13286,50
13287,35
13288,43
13289,21
13290,17
13291,5
13292,34
13293,5
13294,35
13295,19
13296,9
13297,35
13298,36
13299,121
13300,5
13301,57
13302,65
13303,47
13304,19
13305,20
13306,16
13307,8
13308,3
13309,12
13310,51
13311,68
13312,14
13313,12
13314,5
13315,79
13316,16
13317,44
13318,10
13319,10
13320,37
13321,26
13322,13
13323,8
13324,57
13325,38
13326,4
13327,40
13328,6
13329,7
13330,12
13331,5
13332,10
13333,12
13334,36
13335,14
13336,39
13337,20
13338,77
13339,21
13340,15
13341,29
13342,5
13343,25
13344,15
13345,13
13346,46
13347,8
13348,17
13349,37
13350,10
13351,3
13352,35
13353,4
13354,36
13355,14
13356,47
13357,14
13358,37
13359,9
13360,11
13361,35
13362,7
13363,19
13364,18
13365,15
13366,12
13367,5
13368,17
13369,12
13370,19
13371,43
13372,5
13373,29
13374,7
13375,78
13376,9
13377,4
13378,43
13379,23
13380,19
13381,16
13382,2
13383,5
13384,15
13385,134
13386,5
13387,12
13388,82
13389,38
13390,34
13391,27
13392,5
13393,65
13394,10
13395,13
13396,18
13397,65
13398,152
13399,5
13400,6
13401,16
13402,11
13403,9
13404,9
13405,20
13406,21
13407,4
13408,19
13409,32
13410,5
13411,23
13412,7
13413,15
13414,4
13415,11
13416,94
13417,64
13418,20
13419,44
13420,65
13421,7
13422,15
13423,22
13424,59
13425,42
13426,7
13427,13
13428,26
13429,2
13430,7
13431,20
13432,10
13433,33
13434,6
13435,16
13436,27
13437,4
13438,17
13439,34
13440,34
13441,22
13442,12
13443,6
13444,63
13445,12
13446,7
13447,51
13448,5
13449,14
13450,18
13451,7
13452,7
13453,11
13454,9
13455,15
13456,7
13457,30
13458,12
13459,14
13460,25
13461,11
13462,17
13463,7
13464,35
13465,5
13466,11
13467,20
13468,12
13469,17
13470,23
13471,10
13472,50
13473,7
13474,4
13475,33
13476,6
13477,25
13478,30
13479,5
13480,46
13481,10
13482,16
13483,5
13484,6
13485,13
13486,8
13487,32
13488,8
13489,59
13490,13
13491,25
13492,25
13493,8
13494,82
13495,19
13496,42
13497,1
13498,11
13499,32
13500,29
13501,11
13502,8
13503,24
13504,4
13505,2
13506,4
13507,18
13508,19
13509,27
13510,11
13511,42
13512,8
13513,36
13514,5
13515,16
13516,16
13517,5
13518,8
13519,29
13520,44
13521,5
13522,11
13523,25
13524,12
13525,16
13526,4
13527,5
13528,21
13529,49
13530,35
13531,6
13532,7
13533,41
13534,5
13535,3
13536,5
13537,14
13538,43
13539,50
13540,18
13541,5
13542,19
13543,5
13544,13
13545,7
13546,17
13547,10
13548,9
13549,5
13550,18
13551,34
13552,26
13553,18
13554,14
13555,1
13556,20
13557,28
13558,15
13559,19
13560,30
13561,42
13562,13
13563,8
13564,46
13565,45
13566,37
13567,8
13568,42
13569,5
13570,21
13571,3
13572,15
13573,15
13574,36
13575,12
13576,18
13577,5
13578,5
13579,8
13580,41
13581,2
13582,4
13583,8
13584,3
13585,10
13586,19
13587,3
13588,16
13589,6
13590,11
13591,39
13592,14
13593,9
13594,17
13595,9
13596,9
13597,23
13598,7
13599,4
13600,75
13601,2
13602,14
13603,22
13604,5
13605,9
13606,6
13607,10
13608,6
13609,9
13610,1
13611,6
13612,3
13613,16
13614,19
13615,9
13616,9
13617,6
13618,7
13619,19
13620,11
13621,29
13622,15
13623,1
13624,3
13625,10
13626,1
13627,41
13628,20
13629,15
13630,20
13631,13
13632,14
13633,6
13634,2
13635,7
13636,8
13637,13
13638,5
13639,21
13640,3
13641,10
13642,5
13643,13
13644,5
13645,8
13646,10
13647,3
13648,7
13649,9
13650,6
13651,18
13652,18
13653,5
13654,5
13655,4
13656,5
13657,4
13658,6
13659,7
13660,5
13661,13
13662,5
13663,6
13664,13
13665,29
13666,8
13667,6
13668,3
13669,4
13670,24
13671,5
13672,10
13673,33
13674,5
13675,20
13676,17
13677,8
13678,13
13679,41
13680,9
13681,5
13682,23
13683,9
13684,4
13685,6
13686,21
13687,4
13688,1
13689,17
13690,7
13691,7
13692,5
13693,5
13694,20
13695,4
13696,3
13697,4
13698,6
13699,9
13700,9
13701,7
13702,3
13703,6
13704,4
13705,5
13706,5
13707,3
13708,6
13709,12
13710,7
13711,11
13712,4
13713,8
13714,9
13715,7
13716,11
13717,12
13718,2
13719,14
13720,22
13721,14
13722,2
13723,9
13724,4
13725,4
13726,7
13727,9
13728,6
13729,9
13730,7
13731,14
13732,11
13733,9
13734,6
13735,6
13736,10
13737,2
13738,2
13739,5
13740,3
13741,13
13742,8
13743,1
13744,30
13745,11
13746,5
13747,3
13748,7
13749,2
13750,2
13751,4
13752,6
13753,8
13754,8
13755,9
13756,4
13757,4
13758,2
13759,9
13760,10
13761,6
13762,9
13763,10
13764,8
13765,8
13766,7
13767,11
13768,10
13769,4
13770,3
13771,15
13772,15
13773,36
13774,13
13775,3
13776,6
13777,4
13778,11
13779,14
13780,9
13781,6
13782,5
13783,12
13784,26
13785,6
13786,11
13787,6
13788,16
13789,10
13790,1
13791,7
13792,6
13793,5
13794,8
13795,6
13796,7
13797,2
13798,5
13799,4
13800,14
13801,9
13802,9
13803,5
13804,7
13805,20
13806,4
13807,9
13808,10
13809,2
13810,11
13811,4
13812,23
13813,2
13814,6
13815,1
13816,3
13817,9
13818,7
13819,5
13820,6
13821,4
13822,8
13823,2
13824,8
13825,14
13826,5
13827,8
13828,5
13829,4
13830,7
13831,2
13832,5
13833,5
13834,4
13835,11
13836,6
13837,3
13838,3
13839,2
13840,4
13841,12
13842,1
13843,12
13844,26
13845,4
13846,8
13847,11
13848,6
13849,4
13850,4
13851,5
13852,2
13853,4
13854,12
13855,6
13856,6
13857,1
13858,6
13859,5
13860,9
13861,21
13862,3
13863,3
13864,6
13865,2
13866,5
13867,4
13868,1
13869,2
13870,2
13871,4
13872,2
13873,4
13874,10
13875,9
13876,10
13877,12
13878,16
13879,30
13880,8
13881,7
13882,6
13883,2
13884,19
13885,8
13886,3
13887,4
13888,24
13889,5
13890,5
13891,6
13892,12
13893,4
13894,4
13895,8
13896,4
13897,11
13898,5
13899,2
13900,4
13901,4
13902,10
13903,7
13904,9
13905,7
13906,4
13907,4
13908,26
13909,2
13910,7
13911,6
13912,5
13913,4
13914,3
13915,4
13916,8
13917,3
13918,8
13919,2
13920,4
13921,6
13922,7
13923,3
13924,5
13925,3
13926,1
13927,4
13928,4
13929,2
13930,2
13931,24
13932,5
13933,4
13934,3
13935,4
13936,10
13937,11
13938,2
13939,5
13940,9
13941,61
13942,6
13943,5
13944,5
13945,3
13946,3
13947,2
13948,2
13949,3
13950,5
13951,3
13952,121
13953,31
13954,4
13955,3
13956,5
13957,5
13958,3
13959,2
13960,2
13961,2
13962,124
13963,9
13964,9
13965,2
13966,6
13967,3
13968,17
13969,3
13970,56
13971,166
13972,99
13973,5
13974,1
13975,1
13976,19
13977,53
13978,6
13979,7
13980,3
13981,14
13982,4
13983,5
13984,1
13985,14
13986,1
13987,3
13988,24
13989,42
13990,3
13991,13
13992,4
13993,7
13994,1
13995,3
13996,13
13997,1
13998,2
13999,19
14000,2
14001,1
14002,2
14003,5
14004,46
14005,3
14006,9
14007,5
14008,355
14009,72
14010,45
14011,5
14012,35
14013,4
14014,50
14015,13
14016,3
14017,37
14018,2
14019,11
14020,3
14021,7
14022,7
14023,3
14024,4
14025,12
14026,124
14027,1
14028,12
14029,3
14030,5
14031,44
14032,8
14033,31
14034,155
14035,43
14036,10
14037,3
14038,18
14039,4
14040,3
14041,45
14042,29
14043,2
14044,19
14045,20
14046,4
14047,3
14048,7
14049,6
14050,51
14051,36
14052,55
14053,9
14054,5
14055,3
14056,44
14057,3
14058,9
14059,4
14060,106
14061,15
14062,17
14063,4
14064,11
14065,3
14066,8
14067,10
14068,18
14069,9
14070,32
14071,1
14072,8
14073,17
14074,6
14075,29
14076,1
14077,11
14078,60
14079,13
14080,9
14081,18
14082,4
14083,4
14084,29
14085,12
14086,5
14087,23
14088,1
14089,34
14090,10
14091,63
14092,3
14093,6
14094,2
14095,81
14096,8
14097,1
14098,5
14099,18
14100,1
14101,46
14102,18
14103,24
14104,5
14105,9
14106,3
14107,5
14108,27
14109,1
14110,15
14111,41
14112,92
14113,8
14114,6
14115,5
14116,55
14117,13
14118,6
14119,10
14120,6
14121,2
14122,7
14123,25
14124,10
14125,8
14126,5
14127,8
14128,23
14129,66
14130,13
14131,2
14132,17
14133,6
14134,5
14135,10
14136,3
14137,6
14138,6
14139,10
14140,5
14141,5
14142,6
14143,3
14144,6
14145,2
14146,19
14147,7
14148,20
14149,49
14150,5
14151,1
14152,5
14153,14
14154,9
14155,5
14156,11
14157,3
14158,9
14159,9
14160,8
14161,97
14162,2
14163,12
14164,3
14165,7
14166,23
14167,19
14168,1
14169,5
14170,49
14171,2
14172,3
14173,2
14174,11
14175,22
14176,3
14177,10
14178,5
14179,11
14180,3
